"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,45.93438,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,47.874241,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,29.074234,"b","Series break"
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,31.095585,"b","Series break"
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,32.39011,"b","Series break"
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,33.902611,"b","Series break"
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,35.822323,"b","Series break"
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,37.584061,"b","Series break"
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,38.162312,"b","Series break"
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,39.69788,"b","Series break"
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,41.47068,"b","Series break"
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,40.967049,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,42.806118,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,45.104263,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,45.65897,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,46.935135,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,47.306835,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,49.943962,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,28.133126,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,27.136193,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,26.820164,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,26.939912,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,25.66643,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,23.309775,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,22.653435,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,21.845441,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,20.90798,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,20.813366,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,20.504,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,19.683613,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,19.341585,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,18.720871,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,18.27316,,
"E22","European Union 22 members in OECD","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,17.349396,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,14.753095,"b","Series break"
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,14.6002,"b","Series break"
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,14.042429,"b","Series break"
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,13.19206,"b","Series break"
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,13.083202,"b","Series break"
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,14.966761,"b","Series break"
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,15.176706,"b","Series break"
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,14.334973,"b","Series break"
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,13.589899,"b","Series break"
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,12.776213,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,12.704829,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,12.564119,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,12.191644,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,11.598805,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,10.993076,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,10.719828,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,55.633266,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,55.163223,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,55.694317,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,54.130379,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,52.606895,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,53.712353,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,52.120499,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,52.317989,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,53.173813,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,50.605042,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,50.527138,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,50.13871,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,49.018936,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,48.058849,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,48.688206,,
"EST","Estonia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,48.444328,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,44.520832,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,45.969803,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,44.727242,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,44.717346,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,44.02536,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,43.343231,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,43.842903,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,43.492111,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,42.638336,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,40.189404,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,39.665131,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,39.222229,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,38.762424,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,38.901794,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,38.390388,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,37.20805,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,53.946407,"b","Series break"
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,53.555191,"b","Series break"
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,53.259563,"b","Series break"
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,53.01487,"b","Series break"
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,52.678806,"b","Series break"
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,52.403698,"b","Series break"
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,51.860733,"b","Series break"
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,51.803307,"b","Series break"
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,51.135899,"b","Series break"
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,42.85453,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,42.189362,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,41.588329,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,41.059723,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,40.039955,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,39.662586,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,39.291656,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,24.025146,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,24.717791,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,25.175871,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,27.069641,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,28.330649,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,27.728856,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,28.633746,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,29.636128,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,30.520005,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,31.430713,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,32.024872,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,32.985475,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,33.815401,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,34.714032,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,35.897734,,
"E22","European Union 22 members in OECD","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,36.976354,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,29.645443,"b","Series break"
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,30.520433,"b","Series break"
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,31.328465,"b","Series break"
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,32.02702,"b","Series break"
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,33.060085,"b","Series break"
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,33.868935,"b","Series break"
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,35.174355,"b","Series break"
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,35.698952,"b","Series break"
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,37.034386,"b","Series break"
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,38.700306,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,39.786552,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,41.139179,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,41.936691,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,43.247318,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,43.970543,,
